County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Wayne,12-15 years,NH White,At Least One Dose,14438,36914,39.11%
Wayne,12-15 years,NH White,Up-To-Date,2408,36914,6.52%
Wayne,16-19 years,Hispanic,At Least One Dose,3718,5131,72.46%
Wayne,16-19 years,Hispanic,Up-To-Date,483,5131,9.41%
Wayne,16-19 years,NH American Indian/Alaska Native,At Least One Dose,122,169,72.19%
Wayne,16-19 years,NH American Indian/Alaska Native,Up-To-Date,20,169,11.83%
Wayne,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1398,2838,49.26%
Wayne,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,297,2838,10.47%
Wayne,16-19 years,NH Black,At Least One Dose,4680,10470,44.7%
Wayne,16-19 years,NH Black,Up-To-Date,542,10470,5.18%
Wayne,16-19 years,NH White,At Least One Dose,20157,35049,57.51%
Wayne,16-19 years,NH White,Up-To-Date,2716,35049,7.75%
Wayne,20-29 years,Hispanic,At Least One Dose,6270,10922,57.41%
Wayne,20-29 years,Hispanic,Up-To-Date,590,10922,5.4%
Wayne,20-29 years,NH American Indian/Alaska Native,At Least One Dose,374,524,71.37%
Wayne,20-29 years,NH American Indian/Alaska Native,Up-To-Date,46,524,8.78%
Wayne,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,4714,7221,65.28%
Wayne,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,818,7221,11.33%
Wayne,20-29 years,NH Black,At Least One Dose,11541,26030,44.34%
Wayne,20-29 years,NH Black,Up-To-Date,1045,26030,4.01%
Wayne,20-29 years,NH White,At Least One Dose,54392,94443,57.59%
Wayne,20-29 years,NH White,Up-To-Date,6328,94443,6.7%
Wayne,30-39 years,Hispanic,At Least One Dose,6040,8597,70.26%
Wayne,30-39 years,Hispanic,Up-To-Date,811,8597,9.43%
Wayne,30-39 years,NH American Indian/Alaska Native,At Least One Dose,430,420,102.38%
Wayne,30-39 years,NH American Indian/Alaska Native,Up-To-Date,64,420,15.24%
Wayne,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,6022,8889,67.75%
Wayne,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1000,8889,11.25%
Wayne,30-39 years,NH Black,At Least One Dose,11862,24934,47.57%
Wayne,30-39 years,NH Black,Up-To-Date,1182,24934,4.74%
Wayne,30-39 years,NH White,At Least One Dose,54114,99164,54.57%
Wayne,30-39 years,NH White,Up-To-Date,8975,99164,9.05%
Wayne,40-49 years,Hispanic,At Least One Dose,5845,8474,68.98%
Wayne,40-49 years,Hispanic,Up-To-Date,848,8474,10.01%
Wayne,40-49 years,NH American Indian/Alaska Native,At Least One Dose,390,339,115.04%
Wayne,40-49 years,NH American Indian/Alaska Native,Up-To-Date,70,339,20.65%
Wayne,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,5475,8357,65.51%
Wayne,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1144,8357,13.69%
Wayne,40-49 years,NH Black,At Least One Dose,12594,19937,63.17%
Wayne,40-49 years,NH Black,Up-To-Date,1968,19937,9.87%
Wayne,40-49 years,NH White,At Least One Dose,52722,94168,55.99%
Wayne,40-49 years,NH White,Up-To-Date,10548,94168,11.2%
Wayne,5-11 years,Hispanic,At Least One Dose,1648,6996,23.56%
Wayne,5-11 years,Hispanic,Up-To-Date,255,6996,3.64%
Wayne,5-11 years,NH American Indian/Alaska Native,At Least One Dose,58,183,31.69%
Wayne,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,3203,5146,62.24%
Wayne,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,462,5146,8.98%
Wayne,5-11 years,NH Black,At Least One Dose,3321,20075,16.54%
Wayne,5-11 years,NH Black,Up-To-Date,451,20075,2.25%
Wayne,5-11 years,NH White,At Least One Dose,14251,61616,23.13%
Wayne,5-11 years,NH White,Up-To-Date,2712,61616,4.4%
Wayne,50-64 years,Hispanic,At Least One Dose,7456,9948,74.95%
Wayne,50-64 years,Hispanic,Up-To-Date,1738,9948,17.47%
Wayne,50-64 years,NH American Indian/Alaska Native,At Least One Dose,716,556,128.78%
Wayne,50-64 years,NH American Indian/Alaska Native,Up-To-Date,166,556,29.86%
Wayne,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,7362,9097,80.93%
Wayne,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,2213,9097,24.33%
Wayne,50-64 years,NH Black,At Least One Dose,22987,27693,83.01%
Wayne,50-64 years,NH Black,Up-To-Date,5932,27693,21.42%
Wayne,50-64 years,NH White,At Least One Dose,108809,175007,62.17%
Wayne,50-64 years,NH White,Up-To-Date,31320,175007,17.9%
Wayne,65-74 years,Hispanic,At Least One Dose,2869,3318,86.47%
Wayne,65-74 years,Hispanic,Up-To-Date,1104,3318,33.27%
Wayne,65-74 years,NH American Indian/Alaska Native,At Least One Dose,374,300,124.67%
Wayne,65-74 years,NH American Indian/Alaska Native,Up-To-Date,155,300,51.67%
Wayne,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,2707,4008,67.54%
Wayne,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,1019,4008,25.42%
Wayne,65-74 years,NH Black,At Least One Dose,11559,13359,86.53%
Wayne,65-74 years,NH Black,Up-To-Date,4720,13359,35.33%
Wayne,65-74 years,NH White,At Least One Dose,73474,91456,80.34%
Wayne,65-74 years,NH White,Up-To-Date,34405,91456,37.62%
Wayne,75+ years,Hispanic,At Least One Dose,1770,1393,127.06%
Wayne,75+ years,Hispanic,Up-To-Date,715,1393,51.33%
Wayne,75+ years,NH American Indian/Alaska Native,At Least One Dose,281,89,315.73%
Wayne,75+ years,NH American Indian/Alaska Native,Up-To-Date,118,89,132.58%
Wayne,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,1684,2548,66.09%
Wayne,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,791,2548,31.04%
Wayne,75+ years,NH Black,At Least One Dose,6168,6803,90.67%
Wayne,75+ years,NH Black,Up-To-Date,2631,6803,38.67%
Wayne,75+ years,NH White,At Least One Dose,58862,64233,91.64%
Wayne,75+ years,NH White,Up-To-Date,27381,64233,42.63%
Wayne,under 5 years,Hispanic,At Least One Dose,348,5826,5.97%
Wayne,under 5 years,Hispanic,Up-To-Date,52,5826,0.89%
Wayne,under 5 years,NH American Indian/Alaska Native,At Least One Dose,23,144,15.97%
Wayne,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,343,3505,9.79%
Wayne,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,81,3505,2.31%
Wayne,under 5 years,NH Black,At Least One Dose,480,16520,2.91%
Wayne,under 5 years,NH Black,Up-To-Date,102,16520,0.62%
Wayne,under 5 years,NH White,At Least One Dose,3366,44315,7.6%
Wayne,under 5 years,NH White,Up-To-Date,866,44315,1.95%
Wexford,12-15 years,Hispanic,At Least One Dose,19,51,37.25%
Wexford,12-15 years,NH White,At Least One Dose,442,1629,27.13%
Wexford,12-15 years,NH White,Up-To-Date,61,1629,3.74%
Wexford,16-19 years,NH White,At Least One Dose,612,1378,44.41%
Wexford,16-19 years,NH White,Up-To-Date,69,1378,5.01%
Wexford,20-29 years,Hispanic,At Least One Dose,75,150,50%
Wexford,20-29 years,NH White,At Least One Dose,1454,3343,43.49%
Wexford,20-29 years,NH White,Up-To-Date,141,3343,4.22%
Wexford,30-39 years,Hispanic,At Least One Dose,61,122,50%
Wexford,30-39 years,NH White,At Least One Dose,1692,3543,47.76%
Wexford,30-39 years,NH White,Up-To-Date,241,3543,6.8%
Wexford,40-49 years,Hispanic,At Least One Dose,48,72,66.67%
Wexford,40-49 years,NH White,At Least One Dose,1901,3435,55.34%
Wexford,40-49 years,NH White,Up-To-Date,353,3435,10.28%
Wexford,5-11 years,Hispanic,At Least One Dose,14,107,13.08%
Wexford,5-11 years,NH White,At Least One Dose,376,2687,13.99%
Wexford,5-11 years,NH White,Up-To-Date,42,2687,1.56%
Wexford,50-64 years,Hispanic,At Least One Dose,62,92,67.39%
Wexford,50-64 years,Hispanic,Up-To-Date,14,92,15.22%
Wexford,50-64 years,NH White,At Least One Dose,4048,6583,61.49%
Wexford,50-64 years,NH White,Up-To-Date,1209,6583,18.37%
Wexford,65-74 years,NH White,At Least One Dose,3146,3812,82.53%
Wexford,65-74 years,NH White,Up-To-Date,1621,3812,42.52%
Wexford,75+ years,NH White,At Least One Dose,2526,2591,97.49%
Wexford,75+ years,NH White,Up-To-Date,1339,2591,51.68%
Wexford,under 5 years,NH White,At Least One Dose,85,1784,4.76%
Alcona,12-15 years,"Unknown, other or suppressed",At Least One Dose,2,,
Alcona,12-15 years,"Unknown, other or suppressed",Up-To-Date,10,,
Alcona,16-19 years,"Unknown, other or suppressed",At Least One Dose,11,,
Alcona,16-19 years,"Unknown, other or suppressed",Up-To-Date,5,,
Alcona,20-29 years,"Unknown, other or suppressed",At Least One Dose,74,,
Alcona,20-29 years,"Unknown, other or suppressed",Up-To-Date,3,,
Alcona,30-39 years,"Unknown, other or suppressed",At Least One Dose,104,,
Alcona,30-39 years,"Unknown, other or suppressed",Up-To-Date,6,,
Alcona,40-49 years,"Unknown, other or suppressed",At Least One Dose,113,,
Alcona,40-49 years,"Unknown, other or suppressed",Up-To-Date,8,,
Alcona,5-11 years,"Unknown, other or suppressed",At Least One Dose,3,,
Alcona,5-11 years,"Unknown, other or suppressed",Up-To-Date,6,,
Alcona,50-64 years,"Unknown, other or suppressed",At Least One Dose,443,,
Alcona,50-64 years,"Unknown, other or suppressed",Up-To-Date,86,,
Alcona,65-74 years,"Unknown, other or suppressed",At Least One Dose,492,,
Alcona,65-74 years,"Unknown, other or suppressed",Up-To-Date,152,,
Alcona,75+ years,"Unknown, other or suppressed",At Least One Dose,605,,
Alcona,75+ years,"Unknown, other or suppressed",Up-To-Date,228,,
Alcona,under 5 years,"Unknown, other or suppressed",At Least One Dose,10,,
Alcona,under 5 years,"Unknown, other or suppressed",Up-To-Date,0,,
Alger,12-15 years,"Unknown, other or suppressed",At Least One Dose,16,,
Alger,12-15 years,"Unknown, other or suppressed",Up-To-Date,2,,
Alger,16-19 years,"Unknown, other or suppressed",At Least One Dose,41,,
Alger,16-19 years,"Unknown, other or suppressed",Up-To-Date,7,,
Alger,20-29 years,"Unknown, other or suppressed",At Least One Dose,179,,
Alger,20-29 years,"Unknown, other or suppressed",Up-To-Date,20,,
Alger,30-39 years,"Unknown, other or suppressed",At Least One Dose,222,,
Alger,30-39 years,"Unknown, other or suppressed",Up-To-Date,25,,
Alger,40-49 years,"Unknown, other or suppressed",At Least One Dose,314,,
Alger,40-49 years,"Unknown, other or suppressed",Up-To-Date,46,,
Alger,5-11 years,"Unknown, other or suppressed",At Least One Dose,19,,
Alger,5-11 years,"Unknown, other or suppressed",Up-To-Date,2,,
Alger,50-64 years,"Unknown, other or suppressed",At Least One Dose,766,,
Alger,50-64 years,"Unknown, other or suppressed",Up-To-Date,171,,
Alger,65-74 years,"Unknown, other or suppressed",At Least One Dose,671,,
Alger,65-74 years,"Unknown, other or suppressed",Up-To-Date,270,,
Alger,75+ years,"Unknown, other or suppressed",At Least One Dose,552,,
Alger,75+ years,"Unknown, other or suppressed",Up-To-Date,218,,
Alger,missing,"Unknown, other or suppressed",At Least One Dose,2,,
Alger,under 5 years,"Unknown, other or suppressed",At Least One Dose,3,,
Alger,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Allegan,12-15 years,"Unknown, other or suppressed",At Least One Dose,101,,
Allegan,12-15 years,"Unknown, other or suppressed",Up-To-Date,30,,
Allegan,16-19 years,"Unknown, other or suppressed",At Least One Dose,321,,
Allegan,16-19 years,"Unknown, other or suppressed",Up-To-Date,52,,
Allegan,20-29 years,"Unknown, other or suppressed",At Least One Dose,1068,,
Allegan,20-29 years,"Unknown, other or suppressed",Up-To-Date,112,,
Allegan,30-39 years,"Unknown, other or suppressed",At Least One Dose,1379,,
Allegan,30-39 years,"Unknown, other or suppressed",Up-To-Date,218,,
Allegan,40-49 years,"Unknown, other or suppressed",At Least One Dose,1241,,
Allegan,40-49 years,"Unknown, other or suppressed",Up-To-Date,213,,
Allegan,5-11 years,"Unknown, other or suppressed",At Least One Dose,110,,
Allegan,5-11 years,"Unknown, other or suppressed",Up-To-Date,25,,
Allegan,50-64 years,"Unknown, other or suppressed",At Least One Dose,2351,,
Allegan,50-64 years,"Unknown, other or suppressed",Up-To-Date,642,,
Allegan,65-74 years,"Unknown, other or suppressed",At Least One Dose,1712,,
Allegan,65-74 years,"Unknown, other or suppressed",Up-To-Date,815,,
Allegan,75+ years,"Unknown, other or suppressed",At Least One Dose,1831,,
Allegan,75+ years,"Unknown, other or suppressed",Up-To-Date,789,,
Allegan,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Allegan,under 5 years,"Unknown, other or suppressed",At Least One Dose,40,,
Allegan,under 5 years,"Unknown, other or suppressed",Up-To-Date,7,,
Alpena,12-15 years,"Unknown, other or suppressed",At Least One Dose,29,,
Alpena,12-15 years,"Unknown, other or suppressed",Up-To-Date,4,,
Alpena,16-19 years,"Unknown, other or suppressed",At Least One Dose,77,,
Alpena,16-19 years,"Unknown, other or suppressed",Up-To-Date,13,,
Alpena,20-29 years,"Unknown, other or suppressed",At Least One Dose,353,,
Alpena,20-29 years,"Unknown, other or suppressed",Up-To-Date,34,,
Alpena,30-39 years,"Unknown, other or suppressed",At Least One Dose,458,,
Alpena,30-39 years,"Unknown, other or suppressed",Up-To-Date,65,,
Alpena,40-49 years,"Unknown, other or suppressed",At Least One Dose,599,,
Alpena,40-49 years,"Unknown, other or suppressed",Up-To-Date,66,,
Alpena,5-11 years,"Unknown, other or suppressed",At Least One Dose,39,,
Alpena,5-11 years,"Unknown, other or suppressed",Up-To-Date,8,,
Alpena,50-64 years,"Unknown, other or suppressed",At Least One Dose,1370,,
Alpena,50-64 years,"Unknown, other or suppressed",Up-To-Date,311,,
Alpena,65-74 years,"Unknown, other or suppressed",At Least One Dose,1163,,
Alpena,65-74 years,"Unknown, other or suppressed",Up-To-Date,441,,
Alpena,75+ years,"Unknown, other or suppressed",At Least One Dose,1263,,
Alpena,75+ years,"Unknown, other or suppressed",Up-To-Date,467,,
Alpena,under 5 years,"Unknown, other or suppressed",At Least One Dose,20,,
Alpena,under 5 years,"Unknown, other or suppressed",Up-To-Date,7,,
Antrim,12-15 years,"Unknown, other or suppressed",At Least One Dose,46,,
Antrim,12-15 years,"Unknown, other or suppressed",Up-To-Date,8,,
Antrim,16-19 years,"Unknown, other or suppressed",At Least One Dose,66,,
Antrim,16-19 years,"Unknown, other or suppressed",Up-To-Date,9,,
Antrim,20-29 years,"Unknown, other or suppressed",At Least One Dose,206,,
Antrim,20-29 years,"Unknown, other or suppressed",Up-To-Date,25,,
Antrim,30-39 years,"Unknown, other or suppressed",At Least One Dose,221,,
Antrim,30-39 years,"Unknown, other or suppressed",Up-To-Date,33,,
Antrim,40-49 years,"Unknown, other or suppressed",At Least One Dose,272,,
Antrim,40-49 years,"Unknown, other or suppressed",Up-To-Date,46,,
Antrim,5-11 years,"Unknown, other or suppressed",At Least One Dose,33,,
Antrim,5-11 years,"Unknown, other or suppressed",Up-To-Date,6,,
Antrim,50-64 years,"Unknown, other or suppressed",At Least One Dose,597,,
Antrim,50-64 years,"Unknown, other or suppressed",Up-To-Date,154,,
Antrim,65-74 years,"Unknown, other or suppressed",At Least One Dose,568,,
Antrim,65-74 years,"Unknown, other or suppressed",Up-To-Date,247,,
Antrim,75+ years,"Unknown, other or suppressed",At Least One Dose,721,,
Antrim,75+ years,"Unknown, other or suppressed",Up-To-Date,334,,
Antrim,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Antrim,under 5 years,"Unknown, other or suppressed",At Least One Dose,15,,
Antrim,under 5 years,"Unknown, other or suppressed",Up-To-Date,2,,
Arenac,12-15 years,"Unknown, other or suppressed",At Least One Dose,8,,
Arenac,12-15 years,"Unknown, other or suppressed",Up-To-Date,11,,
Arenac,16-19 years,"Unknown, other or suppressed",At Least One Dose,19,,
Arenac,16-19 years,"Unknown, other or suppressed",Up-To-Date,8,,
Arenac,20-29 years,"Unknown, other or suppressed",At Least One Dose,124,,
Arenac,20-29 years,"Unknown, other or suppressed",Up-To-Date,14,,
Arenac,30-39 years,"Unknown, other or suppressed",At Least One Dose,160,,
Arenac,30-39 years,"Unknown, other or suppressed",Up-To-Date,8,,
Arenac,40-49 years,"Unknown, other or suppressed",At Least One Dose,185,,
Arenac,40-49 years,"Unknown, other or suppressed",Up-To-Date,14,,
Arenac,5-11 years,"Unknown, other or suppressed",At Least One Dose,11,,
Arenac,5-11 years,"Unknown, other or suppressed",Up-To-Date,3,,
Arenac,50-64 years,"Unknown, other or suppressed",At Least One Dose,521,,
Arenac,50-64 years,"Unknown, other or suppressed",Up-To-Date,126,,
Arenac,65-74 years,"Unknown, other or suppressed",At Least One Dose,463,,
Arenac,65-74 years,"Unknown, other or suppressed",Up-To-Date,209,,
Arenac,75+ years,"Unknown, other or suppressed",At Least One Dose,431,,
Arenac,75+ years,"Unknown, other or suppressed",Up-To-Date,188,,
Arenac,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Arenac,under 5 years,"Unknown, other or suppressed",At Least One Dose,2,,
Arenac,under 5 years,"Unknown, other or suppressed",Up-To-Date,2,,
Baraga,12-15 years,"Unknown, other or suppressed",At Least One Dose,11,,
Baraga,12-15 years,"Unknown, other or suppressed",Up-To-Date,5,,
Baraga,16-19 years,"Unknown, other or suppressed",At Least One Dose,19,,
Baraga,16-19 years,"Unknown, other or suppressed",Up-To-Date,6,,
Baraga,20-29 years,"Unknown, other or suppressed",At Least One Dose,72,,
Baraga,20-29 years,"Unknown, other or suppressed",Up-To-Date,16,,
Baraga,30-39 years,"Unknown, other or suppressed",At Least One Dose,89,,
Baraga,30-39 years,"Unknown, other or suppressed",Up-To-Date,13,,
Baraga,40-49 years,"Unknown, other or suppressed",At Least One Dose,137,,
Baraga,40-49 years,"Unknown, other or suppressed",Up-To-Date,19,,
Baraga,5-11 years,"Unknown, other or suppressed",At Least One Dose,3,,
Baraga,5-11 years,"Unknown, other or suppressed",Up-To-Date,4,,
Baraga,50-64 years,"Unknown, other or suppressed",At Least One Dose,337,,
Baraga,50-64 years,"Unknown, other or suppressed",Up-To-Date,63,,
Baraga,65-74 years,"Unknown, other or suppressed",At Least One Dose,281,,
Baraga,65-74 years,"Unknown, other or suppressed",Up-To-Date,109,,
Baraga,75+ years,"Unknown, other or suppressed",At Least One Dose,234,,
Baraga,75+ years,"Unknown, other or suppressed",Up-To-Date,91,,
Baraga,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Baraga,under 5 years,"Unknown, other or suppressed",At Least One Dose,8,,
Baraga,under 5 years,"Unknown, other or suppressed",Up-To-Date,1,,
Barry,12-15 years,"Unknown, other or suppressed",At Least One Dose,52,,
Barry,12-15 years,"Unknown, other or suppressed",Up-To-Date,20,,
Barry,16-19 years,"Unknown, other or suppressed",At Least One Dose,141,,
Barry,16-19 years,"Unknown, other or suppressed",Up-To-Date,22,,
Barry,20-29 years,"Unknown, other or suppressed",At Least One Dose,533,,
Barry,20-29 years,"Unknown, other or suppressed",Up-To-Date,60,,
Barry,30-39 years,"Unknown, other or suppressed",At Least One Dose,648,,
Barry,30-39 years,"Unknown, other or suppressed",Up-To-Date,100,,
Barry,40-49 years,"Unknown, other or suppressed",At Least One Dose,715,,
Barry,40-49 years,"Unknown, other or suppressed",Up-To-Date,136,,
Barry,5-11 years,"Unknown, other or suppressed",At Least One Dose,70,,
Barry,5-11 years,"Unknown, other or suppressed",Up-To-Date,23,,
Barry,50-64 years,"Unknown, other or suppressed",At Least One Dose,1411,,
Barry,50-64 years,"Unknown, other or suppressed",Up-To-Date,341,,
Barry,65-74 years,"Unknown, other or suppressed",At Least One Dose,1052,,
Barry,65-74 years,"Unknown, other or suppressed",Up-To-Date,477,,
Barry,75+ years,"Unknown, other or suppressed",At Least One Dose,965,,
Barry,75+ years,"Unknown, other or suppressed",Up-To-Date,398,,
Barry,missing,"Unknown, other or suppressed",At Least One Dose,1,,
Barry,under 5 years,"Unknown, other or suppressed",At Least One Dose,27,,
Barry,under 5 years,"Unknown, other or suppressed",Up-To-Date,4,,
Bay,12-15 years,"Unknown, other or suppressed",At Least One Dose,86,,
Bay,12-15 years,"Unknown, other or suppressed",Up-To-Date,21,,
Bay,16-19 years,"Unknown, other or suppressed",At Least One Dose,155,,
Bay,16-19 years,"Unknown, other or suppressed",Up-To-Date,20,,
Bay,20-29 years,"Unknown, other or suppressed",At Least One Dose,936,,
Bay,20-29 years,"Unknown, other or suppressed",Up-To-Date,77,,
